timestamp,sensor_id,sensor_type,sensor_value,location,alert
07-03-2025 14:33,S26,door,CLOSED,kitchen,normal
07-03-2025 14:33,S21,motion,OFF,bathroom,normal
07-03-2025 14:36,S12,window,OPEN,bedroom,normal
07-03-2025 14:37,S43,glass_break,NONE,kitchen,normal
07-03-2025 14:41,S49,window,CLOSED,living_room,normal
07-03-2025 14:43,S32,camera,TRIGGERED,kitchen,normal
07-03-2025 14:45,S45,door,OPEN,backyard,normal
07-03-2025 14:45,S21,motion,ON,bedroom,normal
07-03-2025 14:46,S47,motion,OFF,backyard,normal
07-03-2025 14:47,S41,camera,TRIGGERED,front_door,normal
07-03-2025 14:48,S43,glass_break,DETECTED,bathroom,anomaly
07-03-2025 14:49,S17,window,CLOSED,bedroom,normal
07-03-2025 14:49,S31,window,OPEN,kitchen,normal
07-03-2025 14:50,S46,camera,IDLE,backyard,normal
07-03-2025 14:50,S28,door,CLOSED,bathroom,normal
07-03-2025 14:51,S38,camera,TRIGGERED,kitchen,normal
07-03-2025 14:53,S3,glass_break,NONE,living_room,normal
07-03-2025 14:54,S19,temperature,15,kitchen,normal
07-03-2025 14:55,S45,window,OPEN,front_door,normal
07-03-2025 14:56,S4,door,CLOSED,garage,normal
07-03-2025 14:56,S17,window,CLOSED,bedroom,normal
07-03-2025 14:56,S42,door,OPEN,front_door,normal
07-03-2025 14:56,S19,window,CLOSED,bathroom,normal
07-03-2025 14:58,S33,motion,OFF,backyard,normal
07-03-2025 15:01,S46,window,CLOSED,bedroom,normal
07-03-2025 15:02,S33,motion,ON,garage,normal
07-03-2025 15:05,S32,camera,IDLE,kitchen,normal
07-03-2025 15:06,S49,glass_break,DETECTED,living_room,anomaly
07-03-2025 15:06,S23,door,OPEN,garage,normal
07-03-2025 15:06,S8,glass_break,DETECTED,backyard,anomaly
07-03-2025 15:07,S49,motion,OFF,living_room,normal
07-03-2025 15:08,S37,temperature,16,kitchen,normal
07-03-2025 15:09,S2,glass_break,DETECTED,garage,anomaly
07-03-2025 15:10,S7,glass_break,DETECTED,kitchen,anomaly
07-03-2025 15:11,S28,window,CLOSED,bedroom,normal
07-03-2025 15:11,S37,camera,TRIGGERED,garage,normal
07-03-2025 15:11,S8,temperature,27,backyard,normal
07-03-2025 15:15,S32,glass_break,NONE,living_room,normal
07-03-2025 15:17,S18,door,CLOSED,kitchen,normal
07-03-2025 15:17,S17,temperature,27,front_door,normal
07-03-2025 15:17,S26,motion,OFF,garage,normal
07-03-2025 15:17,S38,camera,IDLE,backyard,normal
07-03-2025 15:18,S30,window,OPEN,garage,normal
07-03-2025 15:18,S32,motion,ON,bedroom,normal
07-03-2025 15:19,S9,door,OPEN,bathroom,normal
07-03-2025 15:20,S47,door,CLOSED,backyard,normal
07-03-2025 15:21,S41,window,CLOSED,kitchen,normal
07-03-2025 15:25,S17,motion,ON,living_room,normal
07-03-2025 15:26,S14,window,OPEN,living_room,normal
07-03-2025 15:26,S39,glass_break,DETECTED,kitchen,anomaly
07-03-2025 15:28,S27,camera,IDLE,living_room,normal
07-03-2025 15:28,S46,window,OPEN,bedroom,normal
07-03-2025 15:31,S14,door,CLOSED,bedroom,normal
07-03-2025 15:32,S39,window,OPEN,bedroom,normal
07-03-2025 15:32,S42,camera,TRIGGERED,garage,normal
07-03-2025 15:34,S13,motion,OFF,kitchen,normal
07-03-2025 15:37,S7,door,CLOSED,living_room,normal
07-03-2025 15:38,S48,window,OPEN,backyard,normal
07-03-2025 15:40,S26,temperature,24,backyard,normal
07-03-2025 15:41,S34,window,CLOSED,kitchen,normal
07-03-2025 15:42,S40,door,CLOSED,garage,normal
07-03-2025 15:43,S14,temperature,17,front_door,normal
07-03-2025 15:44,S2,camera,IDLE,garage,normal
07-03-2025 15:45,S10,glass_break,DETECTED,front_door,anomaly
07-03-2025 15:46,S36,camera,TRIGGERED,bedroom,normal
07-03-2025 15:46,S46,glass_break,DETECTED,garage,anomaly
07-03-2025 15:47,S36,window,OPEN,living_room,normal
07-03-2025 15:49,S21,motion,ON,bedroom,normal
07-03-2025 15:50,S9,temperature,26,garage,normal
07-03-2025 15:50,S22,motion,ON,garage,normal
07-03-2025 15:51,S9,window,OPEN,backyard,normal
07-03-2025 15:51,S49,glass_break,DETECTED,front_door,anomaly
07-03-2025 15:52,S31,motion,ON,front_door,normal
07-03-2025 15:53,S6,camera,TRIGGERED,bedroom,normal
07-03-2025 15:55,S41,door,CLOSED,backyard,normal
07-03-2025 15:55,S26,camera,TRIGGERED,kitchen,normal
07-03-2025 15:56,S44,motion,OFF,kitchen,normal
07-03-2025 15:56,S25,glass_break,NONE,bathroom,normal
07-03-2025 15:57,S33,door,OPEN,bathroom,normal
07-03-2025 15:57,S23,door,CLOSED,living_room,normal
07-03-2025 15:57,S11,camera,IDLE,front_door,normal
07-03-2025 15:58,S38,camera,TRIGGERED,bedroom,normal
07-03-2025 16:00,S2,motion,OFF,backyard,normal
07-03-2025 16:02,S30,window,CLOSED,front_door,normal
07-03-2025 16:02,S42,camera,TRIGGERED,bedroom,normal
07-03-2025 16:04,S8,camera,IDLE,kitchen,normal
07-03-2025 16:05,S37,glass_break,DETECTED,kitchen,anomaly
07-03-2025 16:06,S5,glass_break,DETECTED,front_door,anomaly
07-03-2025 16:06,S33,glass_break,DETECTED,living_room,anomaly
07-03-2025 16:08,S34,glass_break,DETECTED,bedroom,anomaly
07-03-2025 16:08,S14,motion,ON,bathroom,normal
07-03-2025 16:09,S19,motion,ON,front_door,normal
07-03-2025 16:10,S18,window,CLOSED,garage,normal
07-03-2025 16:17,S7,camera,TRIGGERED,front_door,normal
07-03-2025 16:20,S47,motion,ON,kitchen,normal
07-03-2025 16:21,S44,motion,ON,living_room,normal
07-03-2025 16:23,S24,motion,OFF,backyard,normal
07-03-2025 16:23,S39,camera,TRIGGERED,bathroom,normal
07-03-2025 16:24,S37,glass_break,NONE,front_door,normal
07-03-2025 16:24,S9,motion,OFF,kitchen,normal
07-03-2025 16:27,S11,window,CLOSED,backyard,normal
07-03-2025 16:30,S10,camera,IDLE,kitchen,normal
07-03-2025 16:30,S22,temperature,21,backyard,normal
07-03-2025 16:33,S20,door,OPEN,bathroom,normal
07-03-2025 16:35,S14,motion,OFF,bedroom,normal
07-03-2025 16:36,S29,window,OPEN,bedroom,normal
07-03-2025 16:37,S19,glass_break,DETECTED,bedroom,anomaly
07-03-2025 16:37,S49,glass_break,DETECTED,bathroom,anomaly
07-03-2025 16:38,S22,camera,IDLE,bathroom,normal
07-03-2025 16:39,S43,camera,IDLE,kitchen,normal
07-03-2025 16:40,S11,window,CLOSED,garage,normal
07-03-2025 16:40,S38,glass_break,DETECTED,front_door,anomaly
07-03-2025 16:41,S34,motion,ON,backyard,normal
07-03-2025 16:42,S40,glass_break,DETECTED,bedroom,anomaly
07-03-2025 16:44,S10,glass_break,DETECTED,backyard,anomaly
07-03-2025 16:45,S35,glass_break,DETECTED,kitchen,anomaly
07-03-2025 16:45,S11,motion,ON,garage,normal
07-03-2025 16:46,S6,temperature,24,living_room,normal
07-03-2025 16:47,S1,temperature,15,living_room,normal
07-03-2025 16:47,S44,camera,TRIGGERED,bedroom,normal
07-03-2025 16:47,S26,temperature,21,bathroom,normal
07-03-2025 16:49,S19,window,CLOSED,living_room,normal
07-03-2025 16:50,S48,camera,IDLE,living_room,normal
07-03-2025 16:50,S45,window,OPEN,backyard,normal
07-03-2025 16:51,S23,temperature,27,front_door,normal
07-03-2025 16:52,S19,temperature,19,bathroom,normal
07-03-2025 16:53,S20,camera,TRIGGERED,bathroom,normal
07-03-2025 16:55,S22,glass_break,NONE,bathroom,normal
07-03-2025 16:56,S16,window,OPEN,front_door,normal
07-03-2025 16:56,S48,door,OPEN,front_door,normal
07-03-2025 16:58,S17,door,CLOSED,kitchen,normal
07-03-2025 16:59,S4,camera,IDLE,bedroom,normal
07-03-2025 17:00,S24,glass_break,NONE,garage,normal
07-03-2025 17:01,S48,window,OPEN,living_room,normal
07-03-2025 17:02,S10,window,CLOSED,garage,normal
07-03-2025 17:02,S41,window,OPEN,kitchen,normal
07-03-2025 17:04,S2,motion,OFF,kitchen,normal
07-03-2025 17:04,S29,motion,OFF,backyard,normal
07-03-2025 17:05,S14,temperature,16,backyard,normal
07-03-2025 17:05,S36,camera,TRIGGERED,kitchen,normal
07-03-2025 17:07,S2,motion,OFF,garage,normal
07-03-2025 17:07,S37,glass_break,DETECTED,living_room,anomaly
07-03-2025 17:07,S5,door,CLOSED,kitchen,normal
07-03-2025 17:08,S5,window,OPEN,garage,normal
07-03-2025 17:12,S44,temperature,15,bedroom,normal
07-03-2025 17:16,S31,door,OPEN,garage,normal
07-03-2025 17:17,S18,window,OPEN,living_room,normal
07-03-2025 17:17,S7,motion,ON,garage,normal
07-03-2025 17:20,S10,glass_break,DETECTED,bathroom,anomaly
07-03-2025 17:22,S8,window,CLOSED,front_door,normal
07-03-2025 17:22,S44,temperature,20,bedroom,normal
07-03-2025 17:22,S24,glass_break,DETECTED,living_room,anomaly
07-03-2025 17:23,S36,glass_break,NONE,bathroom,normal
07-03-2025 17:24,S26,glass_break,DETECTED,bathroom,anomaly
07-03-2025 17:27,S17,window,CLOSED,living_room,normal
07-03-2025 17:27,S25,window,OPEN,bedroom,normal
07-03-2025 17:27,S27,temperature,21,living_room,normal
07-03-2025 17:30,S44,temperature,20,front_door,normal
07-03-2025 17:31,S31,camera,TRIGGERED,living_room,normal
07-03-2025 17:31,S48,temperature,17,kitchen,normal
07-03-2025 17:36,S12,temperature,29,living_room,normal
07-03-2025 17:37,S38,door,OPEN,garage,normal
07-03-2025 17:37,S16,temperature,19,kitchen,normal
07-03-2025 17:37,S26,window,OPEN,living_room,normal
07-03-2025 17:38,S39,temperature,21,bedroom,normal
07-03-2025 17:39,S18,temperature,17,kitchen,normal
07-03-2025 17:40,S13,temperature,20,backyard,normal
07-03-2025 17:45,S26,window,CLOSED,bathroom,normal
07-03-2025 17:47,S25,glass_break,NONE,bedroom,normal
07-03-2025 17:48,S4,motion,ON,backyard,normal
07-03-2025 17:49,S32,glass_break,NONE,bathroom,normal
07-03-2025 17:50,S27,temperature,22,kitchen,normal
07-03-2025 17:50,S45,temperature,15,bedroom,normal
07-03-2025 17:52,S13,glass_break,DETECTED,front_door,anomaly
07-03-2025 17:54,S48,motion,OFF,garage,normal
07-03-2025 17:54,S30,temperature,21,bathroom,normal
07-03-2025 17:56,S11,motion,ON,bedroom,normal
07-03-2025 17:57,S25,motion,ON,backyard,normal
07-03-2025 17:57,S21,temperature,24,bedroom,normal
07-03-2025 17:59,S5,motion,ON,bedroom,normal
07-03-2025 18:00,S4,temperature,19,front_door,normal
07-03-2025 18:00,S36,temperature,19,garage,normal
07-03-2025 18:03,S29,glass_break,NONE,living_room,normal
07-03-2025 18:04,S42,motion,OFF,backyard,normal
07-03-2025 18:05,S19,door,OPEN,kitchen,normal
07-03-2025 18:06,S47,window,CLOSED,bedroom,normal
07-03-2025 18:07,S30,door,OPEN,living_room,normal
07-03-2025 18:07,S20,camera,TRIGGERED,backyard,normal
07-03-2025 18:10,S12,window,CLOSED,garage,normal
07-03-2025 18:10,S2,temperature,23,backyard,normal
07-03-2025 18:11,S19,door,OPEN,garage,normal
07-03-2025 18:12,S24,camera,TRIGGERED,kitchen,normal
07-03-2025 18:13,S46,camera,TRIGGERED,bedroom,normal
07-03-2025 18:14,S4,temperature,24,bathroom,normal
07-03-2025 18:17,S42,window,CLOSED,bedroom,normal
07-03-2025 18:17,S24,temperature,21,living_room,normal
07-03-2025 18:18,S35,temperature,28,kitchen,normal
07-03-2025 18:19,S8,temperature,28,garage,normal
07-03-2025 18:19,S29,motion,ON,front_door,normal
07-03-2025 18:19,S33,window,CLOSED,front_door,normal
07-03-2025 18:20,S41,temperature,27,backyard,normal
07-03-2025 18:20,S26,door,OPEN,living_room,normal
07-03-2025 18:22,S11,door,OPEN,bedroom,normal
07-03-2025 18:22,S33,temperature,25,front_door,normal
07-03-2025 18:23,S30,glass_break,DETECTED,garage,anomaly
07-03-2025 18:24,S14,door,OPEN,bedroom,normal
07-03-2025 18:24,S4,motion,OFF,living_room,normal
07-03-2025 18:25,S10,camera,IDLE,backyard,normal
07-03-2025 18:25,S42,glass_break,NONE,bedroom,normal
07-03-2025 18:27,S37,camera,IDLE,backyard,normal
07-03-2025 18:27,S3,temperature,28,garage,normal
07-03-2025 18:28,S38,camera,TRIGGERED,front_door,normal
07-03-2025 18:30,S25,motion,ON,kitchen,normal
07-03-2025 18:30,S4,temperature,29,living_room,normal
07-03-2025 18:32,S41,door,CLOSED,front_door,normal
07-03-2025 18:34,S16,door,OPEN,backyard,normal
07-03-2025 18:35,S27,camera,TRIGGERED,garage,normal
07-03-2025 18:36,S34,temperature,18,bedroom,normal
07-03-2025 18:37,S47,glass_break,NONE,backyard,normal
07-03-2025 18:39,S6,glass_break,DETECTED,bedroom,anomaly
07-03-2025 18:39,S27,camera,TRIGGERED,kitchen,normal
07-03-2025 18:39,S26,window,CLOSED,bedroom,normal
07-03-2025 18:41,S26,door,CLOSED,kitchen,normal
07-03-2025 18:41,S30,glass_break,NONE,bedroom,normal
07-03-2025 18:43,S38,camera,IDLE,bathroom,normal
07-03-2025 18:44,S29,glass_break,NONE,living_room,normal
07-03-2025 18:44,S18,temperature,22,backyard,normal
07-03-2025 18:44,S31,door,OPEN,kitchen,normal
07-03-2025 18:46,S26,window,CLOSED,bathroom,normal
07-03-2025 18:47,S25,door,OPEN,kitchen,normal
07-03-2025 18:48,S10,temperature,16,backyard,normal
07-03-2025 18:48,S17,window,CLOSED,garage,normal
07-03-2025 18:49,S11,camera,IDLE,front_door,normal
07-03-2025 18:50,S22,door,OPEN,kitchen,normal
07-03-2025 18:52,S42,window,OPEN,backyard,normal
07-03-2025 18:53,S12,glass_break,DETECTED,backyard,anomaly
07-03-2025 18:54,S11,glass_break,NONE,living_room,normal
07-03-2025 18:55,S41,camera,TRIGGERED,bedroom,normal
07-03-2025 18:55,S45,temperature,17,bedroom,normal
07-03-2025 18:56,S28,door,OPEN,backyard,normal
07-03-2025 18:56,S37,motion,OFF,bedroom,normal
07-03-2025 18:56,S19,temperature,23,bedroom,normal
07-03-2025 18:58,S13,motion,OFF,front_door,normal
07-03-2025 18:58,S42,motion,ON,front_door,normal
07-03-2025 18:58,S36,motion,ON,bedroom,normal
07-03-2025 19:00,S13,motion,OFF,front_door,normal
07-03-2025 19:00,S25,motion,ON,kitchen,normal
07-03-2025 19:01,S15,motion,ON,front_door,normal
07-03-2025 19:01,S45,motion,OFF,living_room,normal
07-03-2025 19:02,S21,glass_break,NONE,backyard,normal
07-03-2025 19:04,S21,motion,ON,bathroom,normal
07-03-2025 19:04,S9,glass_break,NONE,bathroom,normal
07-03-2025 19:05,S50,glass_break,NONE,garage,normal
07-03-2025 19:07,S26,motion,OFF,front_door,normal
07-03-2025 19:09,S32,window,CLOSED,bedroom,normal
07-03-2025 19:09,S37,window,CLOSED,bathroom,normal
07-03-2025 19:10,S33,glass_break,NONE,bedroom,normal
07-03-2025 19:13,S29,door,CLOSED,front_door,normal
07-03-2025 19:13,S50,temperature,24,kitchen,normal
07-03-2025 19:14,S29,motion,ON,backyard,normal
07-03-2025 19:17,S42,motion,OFF,bedroom,normal
07-03-2025 19:18,S11,glass_break,DETECTED,garage,anomaly
07-03-2025 19:21,S14,door,CLOSED,bathroom,normal
07-03-2025 19:22,S22,glass_break,NONE,backyard,normal
07-03-2025 19:25,S36,door,OPEN,bedroom,normal
07-03-2025 19:25,S28,motion,OFF,backyard,normal
07-03-2025 19:26,S32,window,OPEN,bathroom,normal
07-03-2025 19:27,S12,motion,OFF,bathroom,normal
07-03-2025 19:28,S44,door,CLOSED,bedroom,normal
07-03-2025 19:30,S13,camera,TRIGGERED,garage,normal
07-03-2025 19:31,S30,window,OPEN,garage,normal
07-03-2025 19:31,S11,window,OPEN,bathroom,normal
07-03-2025 19:31,S20,temperature,16,kitchen,normal
07-03-2025 19:32,S50,motion,ON,bedroom,normal
07-03-2025 19:32,S42,glass_break,DETECTED,garage,anomaly
07-03-2025 19:33,S1,glass_break,DETECTED,backyard,anomaly
07-03-2025 19:33,S27,temperature,26,front_door,normal
07-03-2025 19:39,S15,motion,OFF,garage,normal
07-03-2025 19:40,S14,glass_break,NONE,garage,normal
07-03-2025 19:41,S10,door,CLOSED,backyard,normal
07-03-2025 19:43,S15,motion,OFF,bathroom,normal
07-03-2025 19:44,S34,temperature,28,kitchen,normal
07-03-2025 19:44,S27,camera,TRIGGERED,bedroom,normal
07-03-2025 19:44,S49,window,CLOSED,garage,normal
07-03-2025 19:44,S5,motion,ON,garage,normal
07-03-2025 19:46,S22,temperature,16,backyard,normal
07-03-2025 19:46,S16,glass_break,NONE,front_door,normal
07-03-2025 19:47,S30,glass_break,DETECTED,backyard,anomaly
07-03-2025 19:47,S12,window,CLOSED,garage,normal
07-03-2025 19:47,S34,glass_break,NONE,front_door,normal
07-03-2025 19:47,S39,motion,ON,bathroom,normal
07-03-2025 19:48,S4,camera,IDLE,living_room,normal
07-03-2025 19:48,S7,window,OPEN,living_room,normal
07-03-2025 19:48,S22,temperature,17,bathroom,normal
07-03-2025 19:52,S27,door,CLOSED,front_door,normal
07-03-2025 19:52,S18,window,OPEN,front_door,normal
07-03-2025 19:53,S50,camera,IDLE,garage,normal
07-03-2025 19:55,S4,camera,TRIGGERED,backyard,normal
07-03-2025 19:55,S31,door,OPEN,front_door,normal
07-03-2025 19:55,S20,window,OPEN,bathroom,normal
07-03-2025 19:56,S27,motion,OFF,kitchen,normal
07-03-2025 19:58,S40,temperature,21,bathroom,normal
07-03-2025 19:59,S30,glass_break,NONE,bedroom,normal
07-03-2025 20:02,S41,window,CLOSED,front_door,normal
07-03-2025 20:02,S14,motion,OFF,bathroom,normal
07-03-2025 20:04,S16,glass_break,NONE,garage,normal
07-03-2025 20:05,S20,window,OPEN,living_room,normal
07-03-2025 20:07,S13,motion,OFF,kitchen,normal
07-03-2025 20:07,S18,motion,ON,backyard,normal
07-03-2025 20:09,S45,temperature,21,living_room,normal
07-03-2025 20:09,S13,door,OPEN,living_room,normal
07-03-2025 20:10,S5,window,OPEN,backyard,normal
07-03-2025 20:11,S11,window,OPEN,front_door,normal
07-03-2025 20:11,S23,motion,OFF,kitchen,normal
07-03-2025 20:11,S23,camera,TRIGGERED,bathroom,normal
07-03-2025 20:16,S46,door,CLOSED,backyard,normal
07-03-2025 20:16,S40,temperature,23,kitchen,normal
07-03-2025 20:18,S22,window,OPEN,backyard,normal
07-03-2025 20:18,S48,camera,TRIGGERED,bathroom,normal
07-03-2025 20:19,S36,camera,IDLE,backyard,normal
07-03-2025 20:20,S47,window,OPEN,bedroom,normal
07-03-2025 20:20,S6,temperature,29,living_room,normal
07-03-2025 20:21,S31,motion,ON,bathroom,normal
07-03-2025 20:21,S29,motion,ON,kitchen,normal
07-03-2025 20:22,S42,temperature,26,backyard,normal
07-03-2025 20:25,S7,door,OPEN,living_room,normal
07-03-2025 20:26,S4,window,OPEN,bathroom,normal
07-03-2025 20:27,S42,temperature,24,backyard,normal
07-03-2025 20:28,S38,motion,OFF,bathroom,normal
07-03-2025 20:28,S30,glass_break,DETECTED,garage,anomaly
07-03-2025 20:30,S46,glass_break,DETECTED,bathroom,anomaly
07-03-2025 20:30,S40,motion,OFF,garage,normal
07-03-2025 20:30,S26,glass_break,DETECTED,bedroom,anomaly
07-03-2025 20:31,S22,temperature,17,garage,normal
07-03-2025 20:32,S48,door,OPEN,living_room,normal
07-03-2025 20:34,S25,motion,OFF,kitchen,normal
07-03-2025 20:35,S40,camera,TRIGGERED,backyard,normal
07-03-2025 20:35,S15,temperature,18,garage,normal
07-03-2025 20:36,S11,door,CLOSED,front_door,normal
07-03-2025 20:37,S49,window,OPEN,backyard,normal
07-03-2025 20:37,S6,camera,IDLE,bathroom,normal
07-03-2025 20:37,S15,temperature,30,bedroom,normal
07-03-2025 20:40,S36,temperature,16,bedroom,normal
07-03-2025 20:40,S40,glass_break,NONE,front_door,normal
07-03-2025 20:43,S23,camera,TRIGGERED,garage,normal
07-03-2025 20:43,S12,camera,IDLE,bedroom,normal
07-03-2025 20:43,S29,camera,IDLE,bathroom,normal
07-03-2025 20:44,S12,motion,OFF,front_door,normal
07-03-2025 20:44,S49,camera,IDLE,bedroom,normal
07-03-2025 20:47,S35,motion,OFF,garage,normal
07-03-2025 20:48,S13,door,CLOSED,backyard,normal
07-03-2025 20:49,S11,camera,TRIGGERED,bedroom,normal
07-03-2025 20:50,S50,door,CLOSED,front_door,normal
07-03-2025 20:50,S25,glass_break,DETECTED,bathroom,anomaly
07-03-2025 20:54,S30,motion,OFF,living_room,normal
07-03-2025 20:57,S34,camera,TRIGGERED,bathroom,normal
07-03-2025 20:57,S17,glass_break,NONE,living_room,normal
07-03-2025 20:58,S9,door,CLOSED,backyard,normal
07-03-2025 20:58,S18,door,CLOSED,bedroom,normal
07-03-2025 20:58,S32,glass_break,DETECTED,bathroom,anomaly
07-03-2025 20:59,S2,temperature,15,kitchen,normal
07-03-2025 20:59,S20,camera,TRIGGERED,bathroom,normal
07-03-2025 20:59,S39,glass_break,NONE,garage,normal
07-03-2025 21:00,S31,glass_break,DETECTED,living_room,anomaly
07-03-2025 21:00,S31,window,CLOSED,garage,normal
07-03-2025 21:02,S28,window,OPEN,front_door,normal
07-03-2025 21:03,S28,glass_break,DETECTED,garage,anomaly
07-03-2025 21:05,S31,window,CLOSED,backyard,normal
07-03-2025 21:07,S35,window,OPEN,bedroom,normal
07-03-2025 21:09,S38,window,OPEN,kitchen,normal
07-03-2025 21:10,S43,motion,OFF,bedroom,normal
07-03-2025 21:14,S44,temperature,21,garage,normal
07-03-2025 21:15,S28,temperature,18,bedroom,normal
07-03-2025 21:16,S32,camera,IDLE,backyard,normal
07-03-2025 21:16,S1,temperature,16,bathroom,normal
07-03-2025 21:17,S27,window,CLOSED,garage,normal
07-03-2025 21:19,S36,door,CLOSED,kitchen,normal
07-03-2025 21:20,S43,glass_break,DETECTED,front_door,anomaly
07-03-2025 21:20,S33,camera,TRIGGERED,bathroom,normal
07-03-2025 21:21,S7,motion,ON,bathroom,normal
07-03-2025 21:22,S10,temperature,26,garage,normal
07-03-2025 21:23,S21,camera,TRIGGERED,bedroom,normal
07-03-2025 21:25,S23,glass_break,DETECTED,bathroom,anomaly
07-03-2025 21:25,S26,glass_break,DETECTED,living_room,anomaly
07-03-2025 21:28,S47,glass_break,DETECTED,kitchen,anomaly
07-03-2025 21:29,S44,motion,OFF,kitchen,normal
07-03-2025 21:29,S34,door,OPEN,front_door,normal
07-03-2025 21:31,S40,window,OPEN,living_room,normal
07-03-2025 21:32,S30,door,CLOSED,bedroom,normal
07-03-2025 21:34,S12,motion,ON,bedroom,normal
07-03-2025 21:35,S16,glass_break,DETECTED,backyard,anomaly
07-03-2025 21:36,S3,glass_break,NONE,bedroom,normal
07-03-2025 21:38,S23,temperature,30,living_room,normal
07-03-2025 21:38,S44,camera,TRIGGERED,backyard,normal
07-03-2025 21:39,S26,temperature,28,backyard,normal
07-03-2025 21:39,S22,glass_break,NONE,kitchen,normal
07-03-2025 21:40,S16,temperature,15,bathroom,normal
07-03-2025 21:40,S45,glass_break,NONE,bedroom,normal
07-03-2025 21:45,S14,glass_break,NONE,backyard,normal
07-03-2025 21:46,S35,window,CLOSED,living_room,normal
07-03-2025 21:47,S37,motion,OFF,living_room,normal
07-03-2025 21:48,S28,motion,ON,backyard,normal
07-03-2025 21:48,S27,motion,OFF,living_room,normal
07-03-2025 21:48,S13,motion,ON,front_door,normal
07-03-2025 21:48,S34,window,OPEN,bathroom,normal
07-03-2025 21:50,S47,window,OPEN,backyard,normal
07-03-2025 21:52,S48,temperature,25,bedroom,normal
07-03-2025 21:52,S39,glass_break,DETECTED,front_door,anomaly
07-03-2025 21:53,S45,motion,ON,backyard,normal
07-03-2025 21:54,S28,window,CLOSED,garage,normal
07-03-2025 21:56,S20,motion,ON,kitchen,normal
07-03-2025 21:57,S50,temperature,18,backyard,normal
07-03-2025 21:58,S47,window,OPEN,front_door,normal
07-03-2025 21:59,S3,motion,ON,living_room,normal
07-03-2025 21:59,S26,glass_break,DETECTED,garage,anomaly
07-03-2025 21:59,S23,glass_break,DETECTED,living_room,anomaly
07-03-2025 22:00,S26,temperature,20,bedroom,normal
07-03-2025 22:00,S43,door,OPEN,garage,normal
07-03-2025 22:00,S26,glass_break,NONE,garage,normal
07-03-2025 22:01,S19,motion,OFF,garage,normal
07-03-2025 22:01,S38,camera,TRIGGERED,front_door,normal
07-03-2025 22:02,S11,door,CLOSED,bathroom,normal
07-03-2025 22:03,S42,glass_break,NONE,garage,normal
07-03-2025 22:04,S21,window,OPEN,kitchen,normal
07-03-2025 22:05,S11,temperature,19,living_room,normal
07-03-2025 22:05,S20,window,CLOSED,front_door,normal
07-03-2025 22:07,S4,window,OPEN,backyard,normal
07-03-2025 22:08,S20,window,CLOSED,backyard,normal
07-03-2025 22:09,S50,door,CLOSED,backyard,normal
07-03-2025 22:09,S19,window,OPEN,living_room,normal
07-03-2025 22:10,S9,door,CLOSED,backyard,normal
07-03-2025 22:10,S24,door,CLOSED,kitchen,normal
07-03-2025 22:11,S35,motion,ON,bathroom,normal
07-03-2025 22:12,S38,window,CLOSED,front_door,normal
07-03-2025 22:12,S47,door,OPEN,front_door,normal
07-03-2025 22:14,S38,camera,TRIGGERED,garage,normal
07-03-2025 22:14,S31,glass_break,DETECTED,kitchen,anomaly
07-03-2025 22:14,S49,motion,ON,backyard,normal
07-03-2025 22:16,S16,temperature,19,living_room,normal
07-03-2025 22:16,S6,camera,IDLE,living_room,normal
07-03-2025 22:16,S21,motion,ON,living_room,normal
07-03-2025 22:17,S1,motion,OFF,garage,normal
07-03-2025 22:19,S23,glass_break,NONE,bathroom,normal
07-03-2025 22:19,S48,temperature,27,bathroom,normal
07-03-2025 22:21,S18,door,OPEN,bathroom,normal
07-03-2025 22:21,S2,door,OPEN,bedroom,normal
07-03-2025 22:21,S31,camera,TRIGGERED,bathroom,normal
07-03-2025 22:23,S16,glass_break,NONE,kitchen,normal
07-03-2025 22:24,S13,door,OPEN,living_room,normal
07-03-2025 22:24,S32,window,CLOSED,kitchen,normal
07-03-2025 22:25,S12,temperature,29,living_room,normal
07-03-2025 22:25,S17,camera,TRIGGERED,living_room,normal
07-03-2025 22:28,S13,glass_break,NONE,front_door,normal
07-03-2025 22:28,S34,temperature,22,living_room,normal
07-03-2025 22:29,S33,motion,OFF,bedroom,normal
07-03-2025 22:34,S27,door,CLOSED,garage,normal
07-03-2025 22:34,S34,motion,ON,garage,normal
07-03-2025 22:34,S15,door,CLOSED,bathroom,normal
07-03-2025 22:35,S14,motion,OFF,garage,normal
07-03-2025 22:35,S5,door,CLOSED,bathroom,normal
07-03-2025 22:36,S8,temperature,23,bathroom,normal
07-03-2025 22:38,S20,camera,IDLE,bedroom,normal
07-03-2025 22:39,S25,temperature,19,living_room,normal
07-03-2025 22:40,S8,glass_break,NONE,front_door,normal
07-03-2025 22:42,S33,motion,OFF,kitchen,normal
07-03-2025 22:43,S24,door,OPEN,living_room,normal
07-03-2025 22:44,S14,camera,IDLE,kitchen,normal
07-03-2025 22:45,S31,camera,IDLE,bathroom,normal
07-03-2025 22:46,S45,camera,IDLE,bedroom,normal
07-03-2025 22:46,S40,motion,ON,bathroom,normal
07-03-2025 22:46,S32,camera,TRIGGERED,kitchen,normal
07-03-2025 22:48,S5,door,OPEN,kitchen,normal
07-03-2025 22:49,S43,camera,TRIGGERED,front_door,normal
07-03-2025 22:52,S48,motion,OFF,garage,normal
07-03-2025 22:55,S1,door,OPEN,bathroom,normal
